Date,Region_Name,Area_Code,Index_SA
2018-12-01,East of England,E12000006,84.4
2018-12-01,South East,E12000008,83.5
2018-12-01,South West,E12000009,80.3
2018-12-01,England and Wales,K04000001,80.7
2018-12-01,Great Britain,K03000001,80.8
2018-12-01,United Kingdom,K02000001,80.6
2019-01-01,Wales,W92000004,74.4
2019-01-01,Scotland,S92000003,82.1
2019-01-01,England,E92000001,80.8
2019-01-01,London,E12000007,88.5
2019-01-01,West Midlands Region,E12000005,78.9
2019-01-01,North East,E12000001,80.2
2019-01-01,North West,E12000002,76.3
2019-01-01,Yorkshire and The Humber,E12000003,79.6
2019-01-01,East Midlands,E12000004,78.5
2019-01-01,East of England,E12000006,84
2019-01-01,South East,E12000008,83.8
2019-01-01,South West,E12000009,79.4
2019-01-01,England and Wales,K04000001,80.6
2019-01-01,Great Britain,K03000001,80.8
2019-01-01,United Kingdom,K02000001,80.6
2019-02-01,England,E92000001,80.8
2019-02-01,Wales,W92000004,74.7
2019-02-01,Scotland,S92000003,82.2
2019-02-01,North East,E12000001,79.5
2019-02-01,North West,E12000002,76.3
2019-02-01,Yorkshire and The Humber,E12000003,79.2
2019-02-01,East Midlands,E12000004,78.3
2019-02-01,East of England,E12000006,84.5
2019-02-01,West Midlands Region,E12000005,79.4
2019-02-01,London,E12000007,88.1
2019-02-01,South East,E12000008,83.6
2019-02-01,South West,E12000009,80
2019-02-01,England and Wales,K04000001,80.6
2019-02-01,Great Britain,K03000001,80.8
2019-02-01,United Kingdom,K02000001,80.6
2019-03-01,England,E92000001,80.8
2019-03-01,Scotland,S92000003,83.1
2019-03-01,Wales,W92000004,74.9
2019-03-01,South West,E12000009,79.6
2019-03-01,North West,E12000002,76.5
2019-03-01,South East,E12000008,83.1
2019-03-01,North East,E12000001,80
2019-03-01,Yorkshire and The Humber,E12000003,80.4
2019-03-01,East Midlands,E12000004,78.4
2019-03-01,West Midlands Region,E12000005,78.9
2019-03-01,East of England,E12000006,84.3
2019-03-01,London,E12000007,88.3
2019-03-01,England and Wales,K04000001,80.6
2019-03-01,Great Britain,K03000001,80.8
2019-03-01,United Kingdom,K02000001,81.2
2019-04-01,England,E92000001,80.7
2019-04-01,Scotland,S92000003,82.7
2019-04-01,Wales,W92000004,75.5
2019-04-01,North East,E12000001,80.6
2019-04-01,West Midlands Region,E12000005,78.7
2019-04-01,South West,E12000009,79.7
2019-04-01,South East,E12000008,83
2019-04-01,London,E12000007,88.4
2019-04-01,East of England,E12000006,84
2019-04-01,East Midlands,E12000004,78.4
2019-04-01,North West,E12000002,76.5
2019-04-01,Yorkshire and The Humber,E12000003,79.6
2019-04-01,England and Wales,K04000001,80.5
2019-04-01,Great Britain,K03000001,80.8
2019-04-01,United Kingdom,K02000001,81.1
2019-05-01,Scotland,S92000003,82.9
2019-05-01,England,E92000001,80.7
2019-05-01,Wales,W92000004,75.5
2019-05-01,East of England,E12000006,84
2019-05-01,South East,E12000008,82.8
2019-05-01,North West,E12000002,77
2019-05-01,South West,E12000009,79.4
2019-05-01,London,E12000007,87.1
2019-05-01,North East,E12000001,80.2
2019-05-01,Yorkshire and The Humber,E12000003,79.7
2019-05-01,East Midlands,E12000004,78.4
2019-05-01,West Midlands Region,E12000005,79
2019-05-01,England and Wales,K04000001,80.5
2019-05-01,Great Britain,K03000001,80.8
2019-05-01,United Kingdom,K02000001,81.1
2019-06-01,England,E92000001,80.7
2019-06-01,Wales,W92000004,75.8
2019-06-01,Scotland,S92000003,82.7
2019-06-01,North West,E12000002,76.6
2019-06-01,Yorkshire and The Humber,E12000003,79.9
2019-06-01,East Midlands,E12000004,78.3
2019-06-01,East of England,E12000006,83.8
2019-06-01,London,E12000007,88.4
2019-06-01,South East,E12000008,83
2019-06-01,South West,E12000009,79.1
2019-06-01,West Midlands Region,E12000005,78.7
2019-06-01,North East,E12000001,80
2019-06-01,England and Wales,K04000001,80.6
2019-06-01,Great Britain,K03000001,80.9
2019-06-01,United Kingdom,K02000001,81
2019-07-01,Scotland,S92000003,82.9
2019-07-01,England,E92000001,80.9
2019-07-01,Wales,W92000004,76.2
2019-07-01,North West,E12000002,77
2019-07-01,Yorkshire and The Humber,E12000003,80.3
2019-07-01,East Midlands,E12000004,78.6
2019-07-01,West Midlands Region,E12000005,78.8
2019-07-01,London,E12000007,89
2019-07-01,South East,E12000008,82.9
2019-07-01,South West,E12000009,79.8
2019-07-01,North East,E12000001,80
2019-07-01,East of England,E12000006,83.8
2019-07-01,England and Wales,K04000001,80.7
2019-07-01,Great Britain,K03000001,81.2
2019-07-01,United Kingdom,K02000001,80.9
2019-08-01,Scotland,S92000003,82.8
2019-08-01,England,E92000001,81
2019-08-01,Wales,W92000004,77.3
2019-08-01,North East,E12000001,80.6
2019-08-01,Yorkshire and The Humber,E12000003,80
2019-08-01,East Midlands,E12000004,78.9
2019-08-01,West Midlands Region,E12000005,79.3
2019-08-01,East of England,E12000006,83.7
2019-08-01,London,E12000007,88.3
2019-08-01,South East,E12000008,82.8
2019-08-01,South West,E12000009,79.7
2019-08-01,North West,E12000002,77.4
2019-08-01,England and Wales,K04000001,80.9
2019-08-01,Great Britain,K03000001,81.1
2019-08-01,United Kingdom,K02000001,80.9
2019-09-01,England,E92000001,81.3
2019-09-01,Wales,W92000004,76.1
2019-09-01,Scotland,S92000003,83.6
2019-09-01,South East,E12000008,83.3
2019-09-01,North East,E12000001,81.8
2019-09-01,North West,E12000002,77.5
2019-09-01,East Midlands,E12000004,78.8
2019-09-01,West Midlands Region,E12000005,79.6
2019-09-01,East of England,E12000006,84
2019-09-01,London,E12000007,89.2
2019-09-01,Yorkshire and The Humber,E12000003,80.6
2019-09-01,South West,E12000009,79.9
2019-09-01,England and Wales,K04000001,81.1
2019-09-01,Great Britain,K03000001,81.4
2019-09-01,United Kingdom,K02000001,81.2
2019-10-01,Scotland,S92000003,83.5
2019-10-01,England,E92000001,81.3
2019-10-01,Wales,W92000004,76.8
2019-10-01,East of England,E12000006,84.1
2019-10-01,West Midlands Region,E12000005,79.8
2019-10-01,London,E12000007,88.7
2019-10-01,South East,E12000008,83.2
2019-10-01,South West,E12000009,80.3
2019-10-01,North East,E12000001,80.4
2019-10-01,North West,E12000002,77.6
2019-10-01,Yorkshire and The Humber,E12000003,81.5
2019-10-01,East Midlands,E12000004,79.3
2019-10-01,England and Wales,K04000001,81.2
2019-10-01,Great Britain,K03000001,81.3
2019-10-01,United Kingdom,K02000001,81.2
2019-11-01,Wales,W92000004,78.2
2019-11-01,Scotland,S92000003,83.1
2019-11-01,England,E92000001,81.3
2019-11-01,South West,E12000009,80
2019-11-01,North East,E12000001,80.8
2019-11-01,North West,E12000002,77.5
2019-11-01,East Midlands,E12000004,79.4
2019-11-01,West Midlands Region,E12000005,80.1
2019-11-01,East of England,E12000006,84
2019-11-01,London,E12000007,88.6
2019-11-01,Yorkshire and The Humber,E12000003,80.9
2019-11-01,South East,E12000008,83.3
2019-11-01,England and Wales,K04000001,81.2
2019-11-01,Great Britain,K03000001,81.3
2019-11-01,United Kingdom,K02000001,81.2
2019-12-01,Scotland,S92000003,83.1
2019-12-01,Wales,W92000004,76.9
2019-12-01,England,E92000001,81.3
2019-12-01,North West,E12000002,77.3
2019-12-01,North East,E12000001,80.3
2019-12-01,Yorkshire and The Humber,E12000003,80.9
2019-12-01,East Midlands,E12000004,79.4
2019-12-01,West Midlands Region,E12000005,78.9
2019-12-01,East of England,E12000006,84.1
2019-12-01,London,E12000007,90.4
2019-12-01,South East,E12000008,83.4
2019-12-01,South West,E12000009,80
2019-12-01,England and Wales,K04000001,81.1
2019-12-01,Great Britain,K03000001,81.3
2019-12-01,United Kingdom,K02000001,81.3
2020-01-01,England,E92000001,81.8
2020-01-01,Scotland,S92000003,84.1
2020-01-01,Wales,W92000004,76.8
2020-01-01,North East,E12000001,81.3
2020-01-01,North West,E12000002,77.6
2020-01-01,Yorkshire and The Humber,E12000003,81.5
2020-01-01,East Midlands,E12000004,80
2020-01-01,West Midlands Region,E12000005,81.1
2020-01-01,London,E12000007,89.5
2020-01-01,South East,E12000008,83.7
2020-01-01,South West,E12000009,80.4
2020-01-01,East of England,E12000006,84.2
2020-01-01,England and Wales,K04000001,81.6
2020-01-01,Great Britain,K03000001,81.9
2020-01-01,United Kingdom,K02000001,81.9
2020-02-01,England,E92000001,81.5
2020-02-01,Scotland,S92000003,83.4
2020-02-01,Wales,W92000004,77.8
2020-02-01,West Midlands Region,E12000005,80
2020-02-01,East of England,E12000006,84.3
2020-02-01,London,E12000007,89.8
2020-02-01,South West,E12000009,80.3
2020-02-01,South East,E12000008,82.9
2020-02-01,North West,E12000002,77.3
2020-02-01,North East,E12000001,80.9
2020-02-01,Yorkshire and The Humber,E12000003,81.8
2020-02-01,East Midlands,E12000004,79.3
2020-02-01,England and Wales,K04000001,81.3
2020-02-01,Great Britain,K03000001,81.6
2020-02-01,United Kingdom,K02000001,81.7
2020-03-01,Scotland,S92000003,83.4
2020-03-01,England,E92000001,82.8
2020-03-01,Wales,W92000004,78.2
2020-03-01,South West,E12000009,81.7
2020-03-01,North East,E12000001,82.1
2020-03-01,North West,E12000002,78.9
2020-03-01,Yorkshire and The Humber,E12000003,82.2
2020-03-01,West Midlands Region,E12000005,80.7
2020-03-01,East of England,E12000006,84.5
2020-03-01,London,E12000007,91.8
2020-03-01,South East,E12000008,84.5
2020-03-01,East Midlands,E12000004,80.5
2020-03-01,England and Wales,K04000001,82.6
2020-03-01,Great Britain,K03000001,82.7
2020-03-01,United Kingdom,K02000001,83.1
2020-04-01,England,E92000001,81.4
2020-04-01,Scotland,S92000003,83.1
2020-04-01,Wales,W92000004,74.9
2020-04-01,North West,E12000002,77.3
2020-04-01,London,E12000007,89.9
2020-04-01,North East,E12000001,77
2020-04-01,Yorkshire and The Humber,E12000003,78.9
2020-04-01,East Midlands,E12000004,79.9
2020-04-01,West Midlands Region,E12000005,78.6
2020-04-01,East of England,E12000006,84.7
2020-04-01,South East,E12000008,84.7
2020-04-01,South West,E12000009,80.7
2020-04-01,England and Wales,K04000001,81.1
2020-04-01,Great Britain,K03000001,81.4
2020-04-01,United Kingdom,K02000001,81.8
2020-05-01,Wales,W92000004,76
2020-05-01,England,E92000001,81.6
2020-05-01,Scotland,S92000003,83.5
2020-05-01,West Midlands Region,E12000005,80.3
2020-05-01,London,E12000007,88.9
2020-05-01,East of England,E12000006,84.5
2020-05-01,East Midlands,E12000004,79.5
2020-05-01,South West,E12000009,80.6
2020-05-01,North East,E12000001,79.9
2020-05-01,North West,E12000002,77.2
2020-05-01,Yorkshire and The Humber,E12000003,81
2020-05-01,South East,E12000008,83.4
2020-05-01,England and Wales,K04000001,81.4
2020-05-01,Great Britain,K03000001,81.7
2020-05-01,United Kingdom,K02000001,82
2020-06-01,England,E92000001,82.4
2020-06-01,Scotland,S92000003,83.8
2020-06-01,Wales,W92000004,77.8
2020-06-01,East of England,E12000006,84.8
2020-06-01,North West,E12000002,78.8
2020-06-01,Yorkshire and The Humber,E12000003,82
2020-06-01,East Midlands,E12000004,81
2020-06-01,West Midlands Region,E12000005,80.7
2020-06-01,London,E12000007,90.3
2020-06-01,South East,E12000008,83.3
2020-06-01,South West,E12000009,81.2
2020-06-01,North East,E12000001,80.4
2020-06-01,England and Wales,K04000001,82.2
2020-06-01,Great Britain,K03000001,82.5
2020-06-01,United Kingdom,K02000001,82.6
2020-07-01,England,E92000001,82.6
2020-07-01,Wales,W92000004,78
2020-07-01,Scotland,S92000003,83
2020-07-01,West Midlands Region,E12000005,81.4
2020-07-01,East of England,E12000006,84.1
2020-07-01,London,E12000007,89.9
2020-07-01,South West,E12000009,81.6
2020-07-01,South East,E12000008,84.2
2020-07-01,North West,E12000002,79.6
2020-07-01,East Midlands,E12000004,81.4
2020-07-01,North East,E12000001,80.8
2020-07-01,Yorkshire and The Humber,E12000003,82.6
2020-07-01,England and Wales,K04000001,82.3
2020-07-01,Great Britain,K03000001,82.5
2020-07-01,United Kingdom,K02000001,82.3
2020-08-01,England,E92000001,83.2
2020-08-01,Wales,W92000004,78.8
2020-08-01,Scotland,S92000003,83.1
2020-08-01,North East,E12000001,80.9
2020-08-01,North West,E12000002,80.2
2020-08-01,Yorkshire and The Humber,E12000003,83.5
2020-08-01,East Midlands,E12000004,81.4
2020-08-01,West Midlands Region,E12000005,81.7
2020-08-01,London,E12000007,91.4
2020-08-01,South East,E12000008,84.9
2020-08-01,South West,E12000009,81.8
2020-08-01,East of England,E12000006,85.4
2020-08-01,England and Wales,K04000001,83
2020-08-01,Great Britain,K03000001,83.2
2020-08-01,United Kingdom,K02000001,82.8
2020-09-01,Wales,W92000004,78.8
2020-09-01,England,E92000001,84.1
2020-09-01,Scotland,S92000003,86.7
2020-09-01,South East,E12000008,85.4
2020-09-01,London,E12000007,91.7
2020-09-01,East of England,E12000006,86.1
2020-09-01,West Midlands Region,E12000005,82.2
2020-09-01,Yorkshire and The Humber,E12000003,84.1
2020-09-01,North West,E12000002,80.6
2020-09-01,North East,E12000001,82.9
2020-09-01,East Midlands,E12000004,81.5
2020-09-01,South West,E12000009,83.2
2020-09-01,England and Wales,K04000001,83.8
2020-09-01,Great Britain,K03000001,84.1
2020-09-01,United Kingdom,K02000001,83.9
2020-10-01,Wales,W92000004,81.1
2020-10-01,England,E92000001,84.9
2020-10-01,Scotland,S92000003,88.7
2020-10-01,East of England,E12000006,86.4
2020-10-01,North West,E12000002,82.7
2020-10-01,Yorkshire and The Humber,E12000003,85.6
2020-10-01,East Midlands,E12000004,83.2
2020-10-01,West Midlands Region,E12000005,83.4
2020-10-01,London,E12000007,91.2
2020-10-01,South East,E12000008,86
2020-10-01,South West,E12000009,84.2
2020-10-01,North East,E12000001,84.2
2020-10-01,England and Wales,K04000001,84.8
2020-10-01,Great Britain,K03000001,85.2
2020-10-01,United Kingdom,K02000001,84.9
2020-11-01,Scotland,S92000003,89.5
2020-11-01,England,E92000001,85.8
2020-11-01,Wales,W92000004,82.7
2020-11-01,South East,E12000008,87
2020-11-01,South West,E12000009,84.8
2020-11-01,East Midlands,E12000004,84.2
2020-11-01,West Midlands Region,E12000005,84.1
2020-11-01,East of England,E12000006,87.3
2020-11-01,Yorkshire and The Humber,E12000003,87.2
2020-11-01,London,E12000007,93.1
2020-11-01,North East,E12000001,85.7
2020-11-01,North West,E12000002,83.2
2020-11-01,England and Wales,K04000001,85.8
2020-11-01,Great Britain,K03000001,86.2
2020-11-01,United Kingdom,K02000001,86.1
2020-12-01,Scotland,S92000003,89.9
2020-12-01,Wales,W92000004,84.2
2020-12-01,England,E92000001,86.6
2020-12-01,East Midlands,E12000004,85.5
2020-12-01,East of England,E12000006,88.2
2020-12-01,London,E12000007,92.8
2020-12-01,South East,E12000008,87.5
2020-12-01,South West,E12000009,85.8
2020-12-01,North West,E12000002,84.6
2020-12-01,Yorkshire and The Humber,E12000003,87.7
2020-12-01,North East,E12000001,87.1
2020-12-01,West Midlands Region,E12000005,85
2020-12-01,England and Wales,K04000001,86.7
2020-12-01,Great Britain,K03000001,87.1
2020-12-01,United Kingdom,K02000001,87
2021-01-01,Wales,W92000004,83.9
2021-01-01,England,E92000001,87.3
2021-01-01,Scotland,S92000003,90
2021-01-01,East Midlands,E12000004,85.7
2021-01-01,West Midlands Region,E12000005,85.7
2021-01-01,East of England,E12000006,87.7
2021-01-01,South East,E12000008,87.1
2021-01-01,North West,E12000002,86
2021-01-01,London,E12000007,92.5
2021-01-01,South West,E12000009,85.5
2021-01-01,North East,E12000001,88.1
2021-01-01,Yorkshire and The Humber,E12000003,88.7
2021-01-01,England and Wales,K04000001,87.2
2021-01-01,Great Britain,K03000001,87.4
2021-01-01,United Kingdom,K02000001,87.5
2021-02-01,Wales,W92000004,83.1
2021-02-01,England,E92000001,87.8
2021-02-01,Scotland,S92000003,90.6
2021-02-01,West Midlands Region,E12000005,86.6
2021-02-01,London,E12000007,92.5
2021-02-01,South East,E12000008,87.4
2021-02-01,North East,E12000001,89
2021-02-01,North West,E12000002,87.4
2021-02-01,Yorkshire and The Humber,E12000003,89.4
2021-02-01,South West,E12000009,85.8
2021-02-01,East Midlands,E12000004,86.9
2021-02-01,East of England,E12000006,87.7
2021-02-01,England and Wales,K04000001,87.7
2021-02-01,Great Britain,K03000001,88
2021-02-01,United Kingdom,K02000001,88.1
2021-03-01,Scotland,S92000003,93.2
2021-03-01,England,E92000001,89.5
2021-03-01,Wales,W92000004,85.6
2021-03-01,North East,E12000001,90.5
2021-03-01,Yorkshire and The Humber,E12000003,90.1
2021-03-01,East Midlands,E12000004,87.8
2021-03-01,West Midlands Region,E12000005,87.5
2021-03-01,East of England,E12000006,89
2021-03-01,North West,E12000002,89.7
2021-03-01,South East,E12000008,89
2021-03-01,London,E12000007,93.6
2021-03-01,South West,E12000009,87.5
2021-03-01,England and Wales,K04000001,89.4
2021-03-01,Great Britain,K03000001,89.9
2021-03-01,United Kingdom,K02000001,89.9
2021-04-01,Wales,W92000004,85.1
2021-04-01,England,E92000001,88
2021-04-01,Scotland,S92000003,88.5
2021-04-01,South East,E12000008,87.9
2021-04-01,Yorkshire and The Humber,E12000003,89.3
2021-04-01,South West,E12000009,86.4
2021-04-01,London,E12000007,92.7
2021-04-01,North East,E12000001,89
2021-04-01,North West,E12000002,87.8
2021-04-01,East Midlands,E12000004,86.4
2021-04-01,West Midlands Region,E12000005,87.1
2021-04-01,East of England,E12000006,88.1
2021-04-01,England and Wales,K04000001,88.1
2021-04-01,Great Britain,K03000001,88.2
2021-04-01,United Kingdom,K02000001,88.4
2021-05-01,Wales,W92000004,86.4
2021-05-01,England,E92000001,88
2021-05-01,Scotland,S92000003,92
2021-05-01,South West,E12000009,85.8
2021-05-01,London,E12000007,93.3
2021-05-01,North West,E12000002,87.9
2021-05-01,South East,E12000008,88.2
2021-05-01,North East,E12000001,89.1
2021-05-01,Yorkshire and The Humber,E12000003,89.5
2021-05-01,East Midlands,E12000004,86.8
2021-05-01,West Midlands Region,E12000005,87.4
2021-05-01,East of England,E12000006,88.2
2021-05-01,England and Wales,K04000001,88.1
2021-05-01,Great Britain,K03000001,88.4
2021-05-01,United Kingdom,K02000001,88.6
2021-06-01,Scotland,S92000003,92.9
2021-06-01,England,E92000001,92.7
2021-06-01,Wales,W92000004,90.7
2021-06-01,Yorkshire and The Humber,E12000003,96.1
2021-06-01,East Midlands,E12000004,91.2
2021-06-01,South West,E12000009,91.5
2021-06-01,South East,E12000008,91.5
2021-06-01,London,E12000007,94.1
2021-06-01,East of England,E12000006,92
2021-06-01,West Midlands Region,E12000005,92.8
2021-06-01,North East,E12000001,96.1
2021-06-01,North West,E12000002,94.4
2021-06-01,England and Wales,K04000001,92.8
2021-06-01,Great Britain,K03000001,92.8
2021-06-01,United Kingdom,K02000001,92.8
2021-07-01,Scotland,S92000003,94.2
2021-07-01,England,E92000001,86.5
2021-07-01,Wales,W92000004,86.4
2021-07-01,North West,E12000002,85.9
2021-07-01,South East,E12000008,86.9
2021-07-01,South West,E12000009,83.2
2021-07-01,London,E12000007,92.3
2021-07-01,East of England,E12000006,87.4
2021-07-01,West Midlands Region,E12000005,86.8
2021-07-01,East Midlands,E12000004,85.6
2021-07-01,North East,E12000001,88.7
2021-07-01,Yorkshire and The Humber,E12000003,87.8
2021-07-01,England and Wales,K04000001,86.6
2021-07-01,Great Britain,K03000001,87.3
2021-07-01,United Kingdom,K02000001,87.4
2021-08-01,Scotland,S92000003,95.1
2021-08-01,England,E92000001,89.2
2021-08-01,Wales,W92000004,87.8
2021-08-01,North East,E12000001,89.9
2021-08-01,Yorkshire and The Humber,E12000003,90.5
2021-08-01,East Midlands,E12000004,88
2021-08-01,North West,E12000002,89
2021-08-01,South East,E12000008,89.4
2021-08-01,West Midlands Region,E12000005,88.4
2021-08-01,East of England,E12000006,90.4
2021-08-01,London,E12000007,94.3
2021-08-01,South West,E12000009,87.1
2021-08-01,England and Wales,K04000001,89.2
2021-08-01,Great Britain,K03000001,89.8
2021-08-01,United Kingdom,K02000001,89.7
2021-09-01,England,E92000001,92.4
2021-09-01,Wales,W92000004,90.6
2021-09-01,Scotland,S92000003,96
2021-09-01,North West,E12000002,93.5
2021-09-01,East Midlands,E12000004,91.8
2021-09-01,West Midlands Region,E12000005,91
2021-09-01,East of England,E12000006,92.1
2021-09-01,South East,E12000008,92.3
2021-09-01,South West,E12000009,90.8
2021-09-01,Yorkshire and The Humber,E12000003,95.4
2021-09-01,North East,E12000001,96.2
2021-09-01,London,E12000007,93.9
2021-09-01,England and Wales,K04000001,92.4
2021-09-01,Great Britain,K03000001,92.6
2021-09-01,United Kingdom,K02000001,92.5
2021-10-01,England,E92000001,89.9
2021-10-01,Wales,W92000004,90.9
2021-10-01,Scotland,S92000003,96.1
2021-10-01,South West,E12000009,88.6
2021-10-01,North East,E12000001,90
2021-10-01,North West,E12000002,88.7
2021-10-01,Yorkshire and The Humber,E12000003,89.9
2021-10-01,East Midlands,E12000004,90
2021-10-01,West Midlands Region,E12000005,88.2
2021-10-01,South East,E12000008,90.8
2021-10-01,East of England,E12000006,91.3
2021-10-01,London,E12000007,94.6
2021-10-01,England and Wales,K04000001,90
2021-10-01,Great Britain,K03000001,90.5
2021-10-01,United Kingdom,K02000001,90.5
2021-11-01,England,E92000001,92
2021-11-01,Scotland,S92000003,97.4
2021-11-01,Wales,W92000004,91.1
2021-11-01,North East,E12000001,90.9
2021-11-01,London,E12000007,95.5
2021-11-01,North West,E12000002,91.4
2021-11-01,Yorkshire and The Humber,E12000003,92.4
2021-11-01,East Midlands,E12000004,91.2
2021-11-01,West Midlands Region,E12000005,90.6
2021-11-01,South East,E12000008,92.4
2021-11-01,South West,E12000009,91.4
2021-11-01,East of England,E12000006,93.2
2021-11-01,England and Wales,K04000001,92
2021-11-01,Great Britain,K03000001,92.5
2021-11-01,United Kingdom,K02000001,92.6
2021-12-01,Scotland,S92000003,97.3
2021-12-01,Wales,W92000004,92.1
2021-12-01,England,E92000001,92.9
2021-12-01,East of England,E12000006,93.6
2021-12-01,North East,E12000001,92.3
2021-12-01,North West,E12000002,92.7
2021-12-01,Yorkshire and The Humber,E12000003,93.3
2021-12-01,East Midlands,E12000004,92.1
2021-12-01,West Midlands Region,E12000005,91.5
2021-12-01,London,E12000007,95.7
2021-12-01,South East,E12000008,93.3
2021-12-01,South West,E12000009,92.4
2021-12-01,England and Wales,K04000001,92.9
2021-12-01,Great Britain,K03000001,93.3
2021-12-01,United Kingdom,K02000001,93.4
2022-01-01,England,E92000001,94.5
2022-01-01,Wales,W92000004,94.9
2022-01-01,Scotland,S92000003,99
2022-01-01,North East,E12000001,93.2
2022-01-01,London,E12000007,96.6
2022-01-01,North West,E12000002,94.4
2022-01-01,Yorkshire and The Humber,E12000003,95
2022-01-01,East Midlands,E12000004,93.4
2022-01-01,West Midlands Region,E12000005,92.9
2022-01-01,East of England,E12000006,94.7
2022-01-01,South East,E12000008,94.9
2022-01-01,South West,E12000009,94.1
2022-01-01,England and Wales,K04000001,94.5
2022-01-01,Great Britain,K03000001,95
2022-01-01,United Kingdom,K02000001,95
2022-02-01,England,E92000001,94.9
2022-02-01,Scotland,S92000003,99.4
2022-02-01,Wales,W92000004,93.8
2022-02-01,North East,E12000001,93.8
2022-02-01,Yorkshire and The Humber,E12000003,96
2022-02-01,East Midlands,E12000004,94.1
2022-02-01,West Midlands Region,E12000005,93.6
2022-02-01,East of England,E12000006,95.6
2022-02-01,South East,E12000008,95.3
2022-02-01,South West,E12000009,94.5
2022-02-01,North West,E12000002,94.7
2022-02-01,London,E12000007,97.2
2022-02-01,England and Wales,K04000001,95
2022-02-01,Great Britain,K03000001,95.4
2022-02-01,United Kingdom,K02000001,95.5
2022-03-01,England,E92000001,96
2022-03-01,Scotland,S92000003,99.2
2022-03-01,Wales,W92000004,94.5
2022-03-01,South West,E12000009,95.2
2022-03-01,East of England,E12000006,96.1
2022-03-01,North East,E12000001,95.3
2022-03-01,North West,E12000002,95.7
2022-03-01,Yorkshire and The Humber,E12000003,96.4
2022-03-01,East Midlands,E12000004,95.2
2022-03-01,West Midlands Region,E12000005,94.9
2022-03-01,London,E12000007,97.1
2022-03-01,South East,E12000008,96.1
2022-03-01,England and Wales,K04000001,96
2022-03-01,Great Britain,K03000001,96.5
2022-03-01,United Kingdom,K02000001,96.6
2022-04-01,Wales,W92000004,97.1
2022-04-01,England,E92000001,96.3
2022-04-01,Scotland,S92000003,100.1
2022-04-01,South East,E12000008,96.2
2022-04-01,Yorkshire and The Humber,E12000003,97.3
2022-04-01,South West,E12000009,96.6
2022-04-01,North East,E12000001,96.2
2022-04-01,North West,E12000002,97.1
2022-04-01,East Midlands,E12000004,95.8
2022-04-01,West Midlands Region,E12000005,96
2022-04-01,East of England,E12000006,97
2022-04-01,London,E12000007,98.3
2022-04-01,England and Wales,K04000001,96.5
2022-04-01,Great Britain,K03000001,97
2022-04-01,United Kingdom,K02000001,97.1
2022-05-01,Wales,W92000004,97.3
2022-05-01,Scotland,S92000003,100.8
2022-05-01,England,E92000001,97.3
2022-05-01,North East,E12000001,97
2022-05-01,East of England,E12000006,97.9
2022-05-01,North West,E12000002,97.5
2022-05-01,Yorkshire and The Humber,E12000003,99
2022-05-01,East Midlands,E12000004,96.7
2022-05-01,West Midlands Region,E12000005,96.6
2022-05-01,London,E12000007,98.4
2022-05-01,South East,E12000008,97.3
2022-05-01,South West,E12000009,98.1
2022-05-01,England and Wales,K04000001,97.4
2022-05-01,Great Britain,K03000001,97.7
2022-05-01,United Kingdom,K02000001,98
2022-06-01,England,E92000001,97.8
2022-06-01,Wales,W92000004,98.5
2022-06-01,Scotland,S92000003,102.3
2022-06-01,East of England,E12000006,98.5
2022-06-01,North East,E12000001,97.7
2022-06-01,North West,E12000002,97.8
2022-06-01,Yorkshire and The Humber,E12000003,99.5
2022-06-01,East Midlands,E12000004,97.8
2022-06-01,West Midlands Region,E12000005,96.9
2022-06-01,London,E12000007,99.9
2022-06-01,South East,E12000008,98.1
2022-06-01,South West,E12000009,97.3
2022-06-01,England and Wales,K04000001,98
2022-06-01,Great Britain,K03000001,98.4
2022-06-01,United Kingdom,K02000001,98.6
2022-07-01,Scotland,S92000003,102
2022-07-01,Wales,W92000004,99.4
2022-07-01,England,E92000001,98.8
2022-07-01,North East,E12000001,100
2022-07-01,North West,E12000002,99.7
2022-07-01,Yorkshire and The Humber,E12000003,100.7
2022-07-01,West Midlands Region,E12000005,99
2022-07-01,East of England,E12000006,99.5
2022-07-01,London,E12000007,100
2022-07-01,South East,E12000008,98.9
2022-07-01,South West,E12000009,99.3
2022-07-01,East Midlands,E12000004,98.4
2022-07-01,England and Wales,K04000001,99
2022-07-01,Great Britain,K03000001,99.3
2022-07-01,United Kingdom,K02000001,99.3
2022-08-01,England,E92000001,99.4
2022-08-01,Wales,W92000004,99.4
2022-08-01,Scotland,S92000003,102.1
2022-08-01,London,E12000007,100.5
2022-08-01,North East,E12000001,99.4
2022-08-01,North West,E12000002,100.1
2022-08-01,Yorkshire and The Humber,E12000003,100.8
2022-08-01,East Midlands,E12000004,99.5
2022-08-01,East of England,E12000006,100.3
2022-08-01,South East,E12000008,99.6
2022-08-01,South West,E12000009,100.4
2022-08-01,West Midlands Region,E12000005,98.8
2022-08-01,England and Wales,K04000001,99.6
2022-08-01,Great Britain,K03000001,99.9
2022-08-01,United Kingdom,K02000001,99.8
2022-09-01,Scotland,S92000003,102
2022-09-01,Wales,W92000004,101
2022-09-01,England,E92000001,99.9
2022-09-01,Yorkshire and The Humber,E12000003,101.9
2022-09-01,South West,E12000009,100.5
2022-09-01,North East,E12000001,100.1
2022-09-01,North West,E12000002,101.4
2022-09-01,East Midlands,E12000004,100
2022-09-01,West Midlands Region,E12000005,99.3
